ANKET ﾹ;SLEEP GROUP 5;SLEEP GROUP normal 5-10;SLEEP GROUP normal 6-9;SLEEP GROUP normal 7-8;SLEEP HOURS;DREAMS often;DREAMS yes/no;DREAMS;PHASE  yes/no;PHASE often;PHASE oftenN;PHASE;LD often;LD yes/no;LD;FALSE often;FALSE yes/no;FALSE ;PARALISYS often;PARALISYS yes/no;PARALISYS;OBE often;OBE yes/no;OBE;KNOW;AGE GROUP 10;AGE GROUP 5;AGE;SEX
791;7-8;7;6-9;7-8;7;n/a;yes;yes;yes;n/a;n/a;sometimes;n/a;yes;yes;no;yes;sometimes;n/a;yes;yes;no;no;no;yes;41-50;41-45;42;w
792;5-6;6;6-9;<7;6;n/a;yes;yes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;>60;61-70;63;w
793;7-8;7;6-9;7-8;7;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;11-20;16-20;19;w
794;5-6;6;6-9;<7;6;n/a;yes;yes;yes;n/a;n/a;sometimes;no;yes;sometimes;n/a;yes;yes;n/a;yes;yes;no;no;no;no;41-50;46-50;46;m
795;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;n/a;yes;yes;yes;21-30;26-30;28;w
796;5-6;6;6-9;<7;6;n/a;yes;yes;yes;n/a;n/a;sometimes;n/a;yes;yes;n/a;yes;yes;no;no;no;no;no;no;yes;21-30;21-25;23;w
797;7-8;8;6-9;7-8;8;n/a;yes;yes;yes;no;no;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;no;no;no;11-20;16-20;18;m
798;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;16-20;19;w
799;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;26-30;26;w
800;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;no;no;no;11-20;16-20;16;w
801;5-6;6;6-9;<7;6;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;11-20;16-20;17;m
802;5-6;5;<6;<7;5;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;51-60;56-60;58;m
803;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;yes;21-30;26-30;30;m
804;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;n/a;yes;yes;often;yes;often;yes;11-20;10-15;15;m
805;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;16;w
806;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;often;yes;often;yes;21-30;26-30;27;m
807;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;n/a;n/a;sometimes;no;yes;sometimes;no;yes;sometimes;n/a;yes;yes;no;no;no;yes;21-30;26-30;30;w
808;5-6;5;<6;<7;5;no;no;no;yes;n/a;n/a;sometimes;n/a;yes;yes;n/a;yes;yes;no;no;no;n/a;yes;yes;yes;11-20;10-15;15;w
810;9-10;10;>9;>8;10;often;yes;often;yes;n/a;n/a;yes;no;no;no;n/a;yes;yes;no;no;no;no;no;no;yes;21-30;21-25;25;w
811;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often2;often;often;yes;often;often;yes;often;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;w
812;9-10;9;6-9;>8;9;often;yes;often;yes;often;often2;often;no;yes;sometimes;no;no;no;often;yes;often;often;yes;often;yes;11-20;16-20;20;m
813;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;no;11-20;10-15;15;m
814;9-10;10;>9;>8;10;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;yes;21-30;21-25;25;w
815;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;no;no;often;yes;often;no;no;no;no;31-40;31-35;32;w
816;<5;<5;<6;<7;2;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;41-50;46-50;50;w
817;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;11-20;10-15;15;w
818;9-10;9;6-9;>8;9;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;yes;21-30;26-30;28;w
819;n/a;n/a;n/a;n/a;n/a;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;26-30;28;w
820;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;yes;21-30;26-30;28;w
821;9-10;9;6-9;>8;9;no;yes;sometimes;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;no;21-30;21-25;23;w
822;n/a;n/a;n/a;n/a;n/a;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;18;w
823;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;11-20;16-20;18;w
824;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;21-30;21-25;22;w
825;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;no;21-30;26-30;30;m
826;5-6;5;<6;<7;5;often;yes;often;yes;often;often2;often;no;yes;sometimes;no;no;no;often;yes;often;often;yes;often;no;31-40;31-35;32;m
827;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;31-40;36-40;39;w
828;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;31-40;36-40;39;w
829;9-10;10;>9;>8;10;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;no;11-20;10-15;11;m
830;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;yes;31-40;31-35;33;m
831;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;31-40;31-35;31;w
832;<5;<5;<6;<7;4;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;no;no;no;yes;sometimes;often;yes;often;yes;11-20;10-15;15;m
833;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;10-15;13;w
834;9-10;9;6-9;>8;9;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;once;no;no;no;no;yes;sometimes;no;11-20;10-15;13;w
835;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;once;no;no;no;no;no;no;no;yes;sometimes;yes;n/a;n/a;n/a;w
836;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often2;often;no;yes;sometimes;no;yes;sometimes;often;yes;often;often;yes;often;no;11-20;16-20;18;m
837;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;once;no;yes;sometimes;no;yes;sometimes;yes;11-20;16-20;17;w
838;<5;<5;<6;<7;4;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;17;w
839;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;no;no;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;17;w
840;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;once;no;yes;sometimes;yes;11-20;16-20;17;w
841;n/a;n/a;n/a;n/a;n/a;often;yes;often;yes;often;often;often;no;no;no;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;yes;11-20;16-20;18;w
842;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;21-30;26-30;26;w
843;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;21-25;24;w
844;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;yes;sometimes;no;21-30;26-30;26;w
845;n/a;n/a;n/a;n/a;n/a;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;21-30;26-30;27;w
846;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;n/a;21-30;21-25;24;w
847;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;n/a;21-30;21-25;24;m
848;<5;<5;<6;<7;3;often;yes;often;yes;often;often;often;no;no;no;no;no;no;no;yes;once;often;yes;often;yes;11-20;16-20;18;m
849;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;no;no;yes;n/a;n/a;n/a;m
850;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;no;11-20;16-20;18;m
851;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;18;m
852;9-10;10;>9;>8;10;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;16;m
853;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;41-50;41-45;45;w
854;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;no;31-40;31-35;32;w
855;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;no;no;no;yes;sometimes;n/a;31-40;31-35;35;m
856;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;no;21-30;21-25;21;w
857;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;no;21-30;21-25;22;w
858;9-10;10;>9;>8;10;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;yes;sometimes;no;21-30;21-25;23;m
859;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;21-30;21-25;23;m
860;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;n/a;21-30;21-25;23;w
861;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;n/a;21-30;21-25;22;w
862;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;n/a;n/a;n/a;w
863;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;no;21-30;21-25;22;m
864;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;10-15;15;w
865;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;10-15;14;w
866;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;yes;n/a;n/a;n/a;w
867;7-8;7;6-9;7-8;7;no;no;no;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;m
868;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;yes;sometimes;often;yes;often;no;31-40;36-40;37;w
869;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;31-40;36-40;37;w
870;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;21-30;26-30;26;m
871;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;no;41-50;41-45;45;w
872;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;yes;11-20;16-20;17;w
873;7-8;8;6-9;7-8;8;no;no;no;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;20;w
874;<5;<5;<6;<7;4;no;yes;sometimes;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;17;w
875;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;once;no;no;no;often;yes;often;yes;11-20;16-20;20;w
876;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;n/a;n/a;n/a;m
877;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;18;w
878;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;no;11-20;16-20;19;m
879;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;26-30;30;m
880;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;n/a;11-20;16-20;18;w
881;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;no;no;no;yes;sometimes;no;yes;sometimes;n/a;21-30;21-25;22;w
882;n/a;n/a;n/a;n/a;n/a;often;yes;often;yes;often;often3;often;often;yes;often;often;yes;often;no;yes;once;often;yes;often;yes;11-20;16-20;16;w
883;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;no;no;yes;11-20;10-15;15;m
884;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often3;often;often;yes;often;often;yes;often;no;no;no;often;yes;often;yes;11-20;10-15;15;m
885;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;n/a;11-20;10-15;15;w
886;<5;<5;<6;<7;3;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;yes;21-30;26-30;29;m
887;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;no;no;no;31-40;31-35;33;w
888;<5;<5;<6;<7;4;often;yes;often;yes;often;often3;often;often;yes;often;often;yes;often;no;yes;sometimes;often;yes;often;yes;21-30;26-30;30;w
889;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;yes;once;no;yes;once;no;21-30;21-25;23;m
890;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;yes;once;no;no;no;yes;21-30;21-25;23;w
891;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;21-30;21-25;24;m
892;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;yes;21-30;21-25;23;m
893;<5;<5;<6;<7;2;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;21-30;21-25;22;m
894;7-8;8;6-9;7-8;8;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;21-30;26-30;26;w
895;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;no;no;no;n/a;21-30;21-25;23;m
896;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;16-20;20;w
897;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;18;m
898;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;41-50;46-50;48;w
899;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;21-30;26-30;29;w
900;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;18;w
901;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;51-60;56-60;60;m
902;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;no;no;no;yes;21-30;26-30;26;w
903;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;21-30;21-25;23;w
904;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;yes;once;no;no;no;no;yes;once;yes;11-20;16-20;18;m
905;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;no;no;no;yes;once;yes;21-30;26-30;27;m
906;9-10;10;>9;>8;10;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;often;yes;often;no;yes;sometimes;yes;21-30;26-30;28;w
907;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;21-30;26-30;29;w
908;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;once;no;no;no;no;yes;once;yes;21-30;26-30;27;m
909;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;once;yes;31-40;31-35;33;m
910;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;yes;11-20;16-20;18;m
911;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;no;no;no;no;no;yes;31-40;31-35;35;m
912;5-6;6;6-9;<7;6;often;yes;often;yes;often;often3;often;often;yes;often;often;yes;often;no;no;no;often;yes;often;yes;31-40;31-35;33;m
913;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;31-40;31-35;35;m
914;<5;<5;<6;<7;4;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;yes;sometimes;no;no;no;no;yes;once;yes;11-20;16-20;20;w
915;7-8;8;6-9;7-8;8;no;no;no;yes;often;often;often;no;no;no;no;no;no;often;yes;often;no;no;no;yes;11-20;16-20;20;w
916;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;11-20;16-20;16;w
917;7-8;7;6-9;7-8;7;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;17;m
918;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;once;no;no;no;no;yes;once;no;no;no;no;no;no;yes;11-20;16-20;17;m
919;5-6;5;<6;<7;5;no;yes;sometimes;yes;often;often;often;no;yes;once;often;yes;often;no;no;no;no;no;no;yes;21-30;21-25;21;w
920;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;20;m
921;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;yes;once;no;yes;sometimes;no;yes;sometimes;yes;11-20;16-20;18;w
922;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;16-20;20;w
923;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;yes;once;no;yes;once;n/a;11-20;16-20;20;w
924;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;no;no;no;no;no;yes;31-40;31-35;33;w
925;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;yes;sometimes;no;no;no;yes;31-40;36-40;38;m
926;<5;<5;<6;<7;3;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;once;no;no;no;no;yes;sometimes;yes;11-20;16-20;18;w
927;<5;<5;<6;<7;4;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;no;no;no;yes;sometimes;yes;21-30;21-25;22;m
